theta_hash,n,completion_assemblies,valid,lam_settle,beta,gamma,th0,k_i,eta_w,del_w,th_write,rho_b,a_init,b0,th_act,t,determinism,completion,reinforcement,contradiction,forgetting,diff_integrity,all_pass,completion_recall,completion_contamination,failures
55e3044d4460f0cb9de2537cfc08ac9a6fa629cc738a0e193668a24955c99fe2,512,12,true,0.4,1,0.9,3,1,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
ac36af8c54f8a2da00d74a6ac53d6ac129adf1fd94ff087f330482f5d853d9c9,512,12,true,0.4,1,0.9,3,2,0.05,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
97d40e85cbe93000b3c7b0f67c0017a4738210723aa80886823c4cc14db069fc,512,12,true,0.4,1,0.9,3,2,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
fc385e5b37c6293a94b4e37f255287380618b356fbfa09b6b035e4b41572220b,512,12,true,0.4,1,0.9,3,2,0.15,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
d76818ba9ad9753cf011ad41b616fe185b52d686e80e815869f514276713e984,512,12,true,0.4,1,0.9,3,2,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
ed998c97be6f4a2d2989ceeba7a18e60fb2dc52ab05701f6eb8d227ecb791c0e,512,12,true,0.4,1,0.9,3,2,0.3,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
b484ffe46c1e60e823ab4b3129b04776e8bf9207c7257691cc8ce97d182ad8a0,512,12,true,0.4,1,0.9,3,2,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
1288a224013bb49a1cfc1f274b1264b023c9b091761715cbb4e205bcff89ad41,512,12,true,0.4,1,0.9,3,3,0.05,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;contradiction:did not open on fourth alternating write"
69e00bf8c38f27e88c84c91de5e68223525ed737d4f219d3609c4ae4b327219c,512,12,true,0.4,1,0.9,3,3,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;contradiction:did not open on fourth alternating write"
b1f20098f00c536854bb0561ed7dc16d09e35641b36ef936f589c5ac722c8780,512,12,true,0.4,1,0.9,3,3,0.15,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;contradiction:did not open on fourth alternating write"
06f45a699fead64a2fcda6583fdafb228e361d2a02979c4e0a77f82a31766a2d,512,12,true,0.4,1,0.9,3,3,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;contradiction:did not open on fourth alternating write"
48fb031149d8b172cec7a70b9744c843c8b35bac47eb940890e7c3d7f648527a,512,12,true,0.4,1,0.9,3,3,0.3,0,0.4,0.01,0.6,0.05,0.25,20,true,true,true,false,true,true,false,1.000000,0.000000,"contradiction:did not open on fourth alternating write"
55fe6a48e3db2cb753a6af9cbf38fe30d4b3feeeabb54b10fb60440ba5028a13,512,12,true,0.4,1,0.9,3,3,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.166667,0.000000,"completion:recall=0.1667, contamination=0.0000;contradiction:did not open on fourth alternating write"
feb9c9e1ba7a47c92e83fa24d4191c7ba8ad5bf9524ab42b7f1a9d558122ae0d,512,12,true,0.4,1,0.9,4,1,0.05,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
d64950b44fbdf89e1ff4964512128506d9d6ffd45e07a8f403547b7e737ced8e,512,12,true,0.4,1,0.9,4,1,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
e5c57bf4d705ce0ca6815e8d1a337af4f7415cf01ce895870ef8c7d78c341ff9,512,12,true,0.4,1,0.9,4,1,0.15,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
72ca163e8184e6275bdf34dc2523cdb6afad2a051f5707c483abb13879c87266,512,12,true,0.4,1,0.9,4,1,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
a68ad5998044e0c69160f99811f19bd0e1286b4db7444d2e3ecf81bb9060dc37,512,12,true,0.4,1,0.9,4,1,0.3,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
9633e7ad9433f715bc9fc02dd3492ecfed678bf95c0d301a76779b144acfd0f3,512,12,true,0.4,1,0.9,4,1,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
095b5651999d8d5d3719646f732acf441faba83b719bf14e80a668252a27baf3,512,12,true,0.4,1,0.9,4,2,0.05,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
fb8c1fa6aa6aea16d4000d289333be27cbbc17fe98162e0379099be3ae33ed0f,512,12,true,0.4,1,0.9,4,2,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
a121846d1f2705f5856dbd76351f6e145247bbad351cd93e4a51166ce93f0925,512,12,true,0.4,1,0.9,4,2,0.15,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
f3f743e190ef0b31374366f5a101fa9009cc1ff0a032e77a95d1456248c2e61c,512,12,true,0.4,1,0.9,4,2,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
24aef32053814a39450e87d3770aa965ed88d1f6de6cb1ff7648e1fb282a1b29,512,12,true,0.4,1,0.9,4,2,0.3,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
04199cc4563b3728219b58f78897f4256a1cee4209bc27069d2724aacb6b4533,512,12,true,0.4,1,0.9,4,2,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
17c0292af0c62ccee41cad83fe5c68ec03719defe0166c8323b8880ee9383c25,512,12,true,0.4,1,0.9,4,3,0.05,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
e021a1156e8c883870828289b5602242b10e37fdb82cacb5070aa8a14812633c,512,12,true,0.4,1,0.9,4,3,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
34ebb5ad0890c003abbc140f1c02e97541dbefbdc69606d234b7a5fe38449784,512,12,true,0.4,1,0.9,4,3,0.15,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
6f00df1792f858963a99fe76edd644d18a38ccb30f6938ef1d11cfe988ff644a,512,12,true,0.4,1,0.9,4,3,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
af8d83a66b3c3a3e92df031ec041ba8cc0b71603ba96b0c579bbe6e6ea076cd5,512,12,true,0.4,1,0.9,4,3,0.3,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
d36ce07a4c51b2dfec720bf7890a2ddb538019c9aa5ebb10c0c5e052a48f1726,512,12,true,0.4,1,0.9,4,3,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
77efc2e971fca23d15f8ed37c84b1ea622e57a551d940903bcbf9dd762a2ff95,512,12,false,0.4,1,1.2,1,1,0.05,0,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.4482357 >= th_act 0.25"
309aaab9f39beebec1d15113a07e122913db9eefb59799b3d120320fdac05d0a,512,12,false,0.4,1,1.2,1,1,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.4482357 >= th_act 0.25"
83266260b0fc7058ce4c357bcad004bce4037c051936014e3ce3490d23b87c50,512,12,false,0.4,1,1.2,1,1,0.15,0,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.4482357 >= th_act 0.25"
4a87738a7e195b2258cfbf05fd9e4004e8ace81cc9ac04ed646635f84a793dce,512,12,false,0.4,1,1.2,1,1,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.4482357 >= th_act 0.25"
78c25795bc6e0f880afbdb4715c0057f4a6b4118f9c0a32f410631e46a150fed,512,12,false,0.4,1,1.2,1,1,0.3,0,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.4482357 >= th_act 0.25"
957bcebc9dbfa4b1380f6f8687085a16cd0efe3ff7be5283ffc15eda97aec67c,512,12,false,0.4,1,1.2,1,1,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.4482357 >= th_act 0.25"
0ecaa727c809f7cb26fc20508c7dd6e0f73f757d5824da4887933580fc3ae8bf,512,12,false,0.4,1,1.2,1,2,0.05,0,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.4482357 >= th_act 0.25"
e8c6536fbc3f2e103f7ea07a84d4b4b2d6802d73a45a1407dbcd03ff152c226b,512,12,false,0.4,1,1.2,1,2,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.4482357 >= th_act 0.25"
34e3f67203dc44f28c05872633b9040f31f4dc6c45be9623e8b66ac5653cf729,512,12,false,0.4,1,1.2,1,2,0.15,0,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.4482357 >= th_act 0.25"
906a12ae5684090575d88802449f62f0c16b65a68ce36195bf3cad04dccdfb91,512,12,false,0.4,1,1.2,1,2,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.4482357 >= th_act 0.25"
03d41770aca9fbdafa43e772f694bf1134fb752af6830f81e7ea4b1ae47ea283,512,12,false,0.4,1,1.2,1,2,0.3,0,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.4482357 >= th_act 0.25"
9abb8cefd7d2df85da7f6cef0a3526a0a8fbcfcff607badefb7cb1702c6ab5a1,512,12,false,0.4,1,1.2,1,2,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.4482357 >= th_act 0.25"
640e2cbd2df84d56cb10186cc4f75c231780adef4bfefb4df6cd3a9796682261,512,12,false,0.4,1,1.2,1,3,0.05,0,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.4482357 >= th_act 0.25"
4db686b94d7397d6a2a95abbbcd7a36ec6a7dfdaf2f9ef4dfa88e90bdbb32590,512,12,false,0.4,1,1.2,1,3,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.4482357 >= th_act 0.25"
b9407b91455e3f1e827faf279b6f3728243a8d73ed3c8c39fbe36f9deb8f6cbe,512,12,false,0.4,1,1.2,1,3,0.15,0,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.4482357 >= th_act 0.25"
d49ac5ef273b6297f70d90250fe71874dc7930ba53f938cfe566c236cedda2a8,512,12,false,0.4,1,1.2,1,3,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.4482357 >= th_act 0.25"
59c482a49e507ea73bd53229fe2834b98bbc4a3f2718cf8d695541f5197bd28c,512,12,false,0.4,1,1.2,1,3,0.3,0,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.4482357 >= th_act 0.25"
0d518a5b2bea63cbce37d7029800a44465fb3046014adf090e02451a1a91fd62,512,12,false,0.4,1,1.2,1,3,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,false,false,false,false,false,false,false,0.000000,0.000000,"invalid:theta violates A15c resting-field invariant: beta*sigmoid(-th0)/(1-lam_settle) = 0.4482357 >= th_act 0.25"
6f4617fc359d069db2688c28c95cddfcfc518676562e1af4fb4d73501aa7e1a3,512,12,true,0.4,1,1.2,2,1,0.05,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;contradiction:did not open on fourth alternating write"
2e82c3297f9aebaae063b4bb7f63a6eea66d0da3f11a75bab83e5b6b31f9dd9e,512,12,true,0.4,1,1.2,2,1,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;contradiction:did not open on fourth alternating write"
13c8c47ab57f1b2ee0cba4190dc4c4e0edd54a15745d0afcfd791fb0a35b9715,512,12,true,0.4,1,1.2,2,1,0.15,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;contradiction:did not open on fourth alternating write"
4671af448b53d88e203b09b9a7b2e58e25c7cf331f6d225a62911f8629461dcb,512,12,true,0.4,1,1.2,2,1,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;contradiction:did not open on fourth alternating write"
10a54950073061318a5fb3edca948162abcecd0f2e1156935bdd1dae91ca8383,512,12,true,0.4,1,1.2,2,1,0.3,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,1.000000,0.638889,"completion:recall=1.0000, contamination=0.6389;contradiction:did not open on fourth alternating write"
112403a5738a7531b383b0a63674d18d55e664a4d5333f345b9505887a3ebefa,512,12,true,0.4,1,1.2,2,1,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.500000,0.722222,"completion:recall=0.5000, contamination=0.7222;contradiction:did not open on fourth alternating write"
65256cc8000c2785a250a17f08a33393d45882306673689741df3c24cb0de58a,512,12,true,0.4,1,1.2,2,2,0.05,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;contradiction:did not open on fourth alternating write"
1775d28303737d5745ece74924bb3854d5e4ea3e4d41573ffc38420f1d4a82ce,512,12,true,0.4,1,1.2,2,2,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;contradiction:did not open on fourth alternating write"
6933534e0ddf966e3497a7cc20fc4a73468efeabebde521c4d2387e5dbd5543e,512,12,true,0.4,1,1.2,2,2,0.15,0,0.4,0.01,0.6,0.05,0.25,20,true,true,true,false,true,true,false,1.000000,0.000000,"contradiction:did not open on fourth alternating write"
9af152f12621f2819004eded656090318a1c41b5bfe2e94769b8bfeb144fb401,512,12,true,0.4,1,1.2,2,2,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.333333,0.000000,"completion:recall=0.3333, contamination=0.0000;contradiction:did not open on fourth alternating write"
bc2610508cd9a0cd59d0d8ecb7ab2d3570e9ec461048d40ba9575b6cabd2be29,512,12,true,0.4,1,1.2,2,2,0.3,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.833333,0.910256,"completion:recall=0.8333, contamination=0.9103;contradiction:did not open on fourth alternating write"
86cd90f2b10989be1fed30e677e766da9356049716b7883622e1b060df7f2d25,512,12,true,0.4,1,1.2,2,2,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.916667,0.907580,"completion:recall=0.9167, contamination=0.9076;contradiction:did not open on fourth alternating write"
e44051791f92200394e1ff74c7cd8e33523177ee900acf9286540f30a34ea4ba,512,12,true,0.4,1,1.2,2,3,0.05,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000"
67deeff20ae528b0416911c59a311ef3589b83b66468ea45bbc603ed4d73c509,512,12,true,0.4,1,1.2,2,3,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000"
078af9132d3d55af0795c7e63038a43c7d736eb03e53d5135107cde0ef7aee4b,512,12,true,0.4,1,1.2,2,3,0.15,0,0.4,0.01,0.6,0.05,0.25,20,true,true,true,true,true,true,true,1.000000,0.000000,""
de3e96934d087913acd19d28c489ee8b68d2a0b8cfd173518453c90d4261a509,512,12,true,0.4,1,1.2,2,3,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.750000,0.000000,"completion:recall=0.7500, contamination=0.0000"
5d0801263ca5e2f423cf2edcfa9d1ff2b6958dd29f5db23bfe96b10dd2c32cd7,512,12,true,0.4,1,1.2,2,3,0.3,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,1.000000,0.916667,"completion:recall=1.0000, contamination=0.9167"
fe4bdf883fae12849a2661e06bdfe8d086166dae985bcf302b76d341f9458de8,512,12,true,0.4,1,1.2,2,3,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,1.000000,0.916667,"completion:recall=1.0000, contamination=0.9167"
4103195f912be8cef14f5f1ef5f48ddc60a256ad76b46f12f60b07d6bd87cf71,512,12,true,0.4,1,1.2,3,1,0.05,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
375d50d71bd7d2a606c89620a360c0c5886aab1f9773406ad63e3919c794dbfe,512,12,true,0.4,1,1.2,3,1,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
b86d784f5e17ebc333bccf09fe22451e27d814d5586f2869e3ead0c7e04dad79,512,12,true,0.4,1,1.2,3,1,0.15,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
e9b6382e893bf7075306a380bd1e62e58b50ddc8e87c79628ece7f632ee939e4,512,12,true,0.4,1,1.2,3,1,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
8b446a23a2f615cc435f71757cbd4be155bbaf27fb4583edcd75eac8656cda6e,512,12,true,0.4,1,1.2,3,1,0.3,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
4066bb59c3df17e724f8c32e8cf6d3484b981694d624495dcef9ad0d0f56ce3b,512,12,true,0.4,1,1.2,3,1,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
b91f35a99c6374c281af93889e0e9c8ad1036071d351fb3fed396cef5a35be24,512,12,true,0.4,1,1.2,3,2,0.05,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
e18c566f999fe645d232ba7795440663f88486c60c9f026df14da175dcbfa3ac,512,12,true,0.4,1,1.2,3,2,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
399ff14e248b162ed47dd6682ab7a29f482e0347f6d0adaa078ec0de22909aba,512,12,true,0.4,1,1.2,3,2,0.15,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
ac4ff8c435f52159cb0b2fe8cb849332d2f3a4414f9e4c6a3d1786111dfb68a2,512,12,true,0.4,1,1.2,3,2,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
7ac2bf0426b92ad1e773689481caa48f7a9decc42a547d91fe4eadbdf8b8c528,512,12,true,0.4,1,1.2,3,2,0.3,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
42216ceaf63fe60d647c184c56f864b0c92dfea3852794a2b227a0a322a39348,512,12,true,0.4,1,1.2,3,2,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
69cf91b4f3e6e0af6931d618bfdfbddbfdd488c6c03b515a3e7a292c006dded0,512,12,true,0.4,1,1.2,3,3,0.05,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;contradiction:did not open on fourth alternating write"
8a360cce6e6039b062f147818916e34ee9c079a8c0cef2d8a10d4127b567ff73,512,12,true,0.4,1,1.2,3,3,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;contradiction:did not open on fourth alternating write"
53a8e885ebf49797a4655c98d9f15dfea6e55412ad7cf8fb85e535c62069cf37,512,12,true,0.4,1,1.2,3,3,0.15,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;contradiction:did not open on fourth alternating write"
4e8f262f431ee911cd51a1003a93e4b9ac93680ebe61a9e8a00015881e21dc93,512,12,true,0.4,1,1.2,3,3,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;contradiction:did not open on fourth alternating write"
02f17486d356144238048f17f6381d400b9ac69c4170c285126477394e7b1033,512,12,true,0.4,1,1.2,3,3,0.3,0,0.4,0.01,0.6,0.05,0.25,20,true,true,true,false,true,true,false,1.000000,0.000000,"contradiction:did not open on fourth alternating write"
14696714c91a2ede0b5ef2c417d812239389ff7e727f2eafcc47f536695240f0,512,12,true,0.4,1,1.2,3,3,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.083333,0.000000,"completion:recall=0.0833, contamination=0.0000;contradiction:did not open on fourth alternating write"
