theta_hash,lam_settle,beta,gamma,th0,eta_w,del_w,th_write,rho_b,a_init,b0,th_act,t,determinism,completion,reinforcement,contradiction,forgetting,diff_integrity,all_pass,completion_recall,completion_contamination,failures
0d929fb3d33d3e673c96adea4988eaba58b024646976316541998607cd6882bb,0.35,1.4,0.6,2,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
d25e0f03257d24bb8b78cb926ce671101f92dedd69e6bdc8f916e583e209d85d,0.35,1.4,0.9,0.5,0.05,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
40da5cfade40b0ae1625de7b3e09f6d6f21cb003a31e28c6e778aa0b27a8d75a,0.35,1.4,0.9,0.5,0.05,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
53847376f211a58e7b86a238a3f4c270c62a9169237373a7fd4ac8fd5a99f78c,0.35,1.4,0.9,0.5,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
a2fb4802645e082f79094b55dfdaf37336f7cff275e0760337d85e56f61cbe55,0.35,1.4,0.9,0.5,0.15,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
99303a27344d64da96f2b7b472cb2e932db213211056ccebfd9e815a2528fb9b,0.35,1.4,0.9,0.5,0.15,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
5cd55e7d59a7e3ebb68d0143ba8eceefb75e0e69acee9d391de74b517fb437e0,0.35,1.4,0.9,0.5,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
136da186cc5300ce54e7a97e0053d0334270d3144f39edffb67acaf39b210455,0.35,1.4,0.9,0.5,0.3,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
2de08ff6ed05ceb5582a30c8b7f63bb7480cbeb0a2f37de27ea3b2279ef3c836,0.35,1.4,0.9,0.5,0.3,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
93aafd58389ea56be0f52684960c115e08bab8a71d255b941df4aedf94125a38,0.35,1.4,0.9,0.5,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
b3a8a7aa87221903f06c25203829b70743680800685126ba9c047c6466861466,0.35,1.4,0.9,1,0.05,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
059ddf1365ad768a907b900ad4f300d014c65b3f13bd882cf3f63de54c31cb64,0.35,1.4,0.9,1,0.05,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
2ee7705ca51c415b151864debd2199a2005e18c31e0b94db118c314981a800da,0.35,1.4,0.9,1,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
37a7c87c60e4d70c65c5d64f435df93e338b06ae6e175873cf339c33177960bd,0.35,1.4,0.9,1,0.15,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
1c165036f5239f54be82e788c89566f3206808000330583fa9933344333093e7,0.35,1.4,0.9,1,0.15,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
50e9faee77b4bd058bb629aa09dcb031e93a48be529f61d4791c8903103464e5,0.35,1.4,0.9,1,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
3038b7e39e8fef975351549bc8c81c1f82635778d98857ebb5213ee235996389,0.35,1.4,0.9,1,0.3,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
10affe57860c384d9cb4859dabccb615e0c4f658fbe7c8a84a4c97c5d1f821d8,0.35,1.4,0.9,1,0.3,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
19a3ce225aec5b190c40bf209033e4b1c9ae58b6a9e0ba9f23ff1ca07d2774ce,0.35,1.4,0.9,1,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
df4a1b028ebd593810e815ceea413ad18eb9420c9c437d1ff962e923f7e3bc3b,0.35,1.4,0.9,2,0.05,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
3f836313de5a6cba328bbf38dd213360b876e749000f8e30dcff314c32cf4d1a,0.35,1.4,0.9,2,0.05,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
b6cf9f31d3c588963686228f523ef630aa115118c806f987a4234d3439e8fcd3,0.35,1.4,0.9,2,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
4ef51dd8700d817f709e7ee07958a956364606b9efca84ee0b96e2597f12e176,0.35,1.4,0.9,2,0.15,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.300000,0.958333,"completion:recall=0.3000, contamination=0.9583;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
45e2ccdae46ae42fe62ebca7ae85d2a4e06d0ab60f09b2cdcdf30ec42cb0de89,0.35,1.4,0.9,2,0.15,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.266667,0.966667,"completion:recall=0.2667, contamination=0.9667;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
21736d7faac85205c8a3297446b46fcdb500f49282c41fa73368d8c389d9e2a2,0.35,1.4,0.9,2,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.266667,0.966667,"completion:recall=0.2667, contamination=0.9667;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
f4f3ceb3d17d4dda6b837192fa3371b6380c7fa81aeaa3f58476285f436edf4e,0.35,1.4,0.9,2,0.3,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
da81d3db4db7525dd02ceb1218efc60253588c2bd9dcbe071f52866b782e0fcc,0.35,1.4,0.9,2,0.3,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.433333,0.966667,"completion:recall=0.4333, contamination=0.9667;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
987919654999c8509c4dc9ea1cce89eae029f9056d566fd4f28113921fd8bc34,0.35,1.4,0.9,2,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.433333,0.966667,"completion:recall=0.4333, contamination=0.9667;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
b436c8ae4ba6dee8860f1b6b6f9dea5c872184bbf561121de3f12fb2f1282be2,0.35,1.4,1.2,0.5,0.05,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
77796ba7ca594f792f2f6a7a40405271989d14071208481cf80c13bb0fc0be5a,0.35,1.4,1.2,0.5,0.05,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
8546f95278362eaa2a4db07cac5a77587a4df3716f45311e85378c6be49bafb6,0.35,1.4,1.2,0.5,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
cacf4e2bfb816d22a31856ca0e488615367ba45b59fb14390f14ee5e2e6bed50,0.35,1.4,1.2,0.5,0.15,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
53f14a3e31e88c5f72ad9aa9d49d41f6252b38aeac59b106ded279c1799ff686,0.35,1.4,1.2,0.5,0.15,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
9bd6280302ee093c5ccf44cfafeb1d0b10d408a1bf5efced5af862f887840b72,0.35,1.4,1.2,0.5,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
08057b8037f93eede7b2ab13193eb1ec5f23778529de278b7ec0f37807f74e8a,0.35,1.4,1.2,0.5,0.3,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
55c00005ecc580849ded9fa69d20626b85348e09a66117ce96cd8b729be0ecd1,0.35,1.4,1.2,0.5,0.3,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
26d77c2421cce5c4ec35d5da83336775444ead5dd1558b6e4c7c7cd648415cd3,0.35,1.4,1.2,0.5,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
d6e07293b5665502f0b31f0c98568047ddc19a04cf1f01512223c9af16963fae,0.35,1.4,1.2,1,0.05,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.433333,0.966667,"completion:recall=0.4333, contamination=0.9667"
cd9a93e225eff388d10a075d4468fa39ee64517f9b0c1a34653852afcf3fa589,0.35,1.4,1.2,1,0.05,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.433333,0.966667,"completion:recall=0.4333, contamination=0.9667"
62efc05cd912834a6364f33f02039c0e5ce63e98646571b8c88118dfd0290140,0.35,1.4,1.2,1,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.433333,0.966667,"completion:recall=0.4333, contamination=0.9667"
36c6fc9bc1f0ca2a6f4df9ac8107c8e8a6a739e5c72175dae5104786cb89e3c9,0.35,1.4,1.2,1,0.15,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
0aa9e269b1d4b1fc29e62b80e3bde2752c0a25f86738a1c56cb99ab90f47f3d8,0.35,1.4,1.2,1,0.15,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
1fe3124662c9ef3e13beccdfecba5222b24a58d04c4669ecd2bdecf8cb4d8888,0.35,1.4,1.2,1,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
fcb97a371390ab74336a5f7b1f256b45b4ccc04d0711d9af044b603be933d03b,0.35,1.4,1.2,1,0.3,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
b60e2788f11f31eec293f9905c6941ada5964966db9fb139bfbe816a31dc09c9,0.35,1.4,1.2,1,0.3,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
9108303aecf3ec75e999fc0b2ece3114c2a3df53bb08e57bbc595891c10f53ae,0.35,1.4,1.2,1,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
0aa6cba489c8d908a5d4b0781be6e905fd9c1bcb35b409a3896e39b00d71d1ab,0.35,1.4,1.2,2,0.05,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
534aa5c74482d980f41e3feb9cfae4af9303780a684d385cc2a23a35da79c950,0.35,1.4,1.2,2,0.05,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
b6265359fe943bcd11d1a48df7b226306161e657f946c6f9a58c24be8aafc816,0.35,1.4,1.2,2,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.000000,0.000000,"completion:recall=0.0000, contamination=0.0000;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
28f9acdd46b1628d8943035cfec868eb1d5ef1913a37ae653f7a460b3beeed01,0.35,1.4,1.2,2,0.15,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.100000,0.966667,"completion:recall=0.1000, contamination=0.9667;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
83efb51364d19b856f47ae1ef4d24defb0a666aa84e5e7a51ba3a43c9951985b,0.35,1.4,1.2,2,0.15,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.133333,0.966667,"completion:recall=0.1333, contamination=0.9667;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
74b0ea86a72f4d3c43106e8df9a7ce94de53d2bda4a4616b038a5fd8258f75d1,0.35,1.4,1.2,2,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.133333,0.966667,"completion:recall=0.1333, contamination=0.9667;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
d7ae571039df13de66a27154549323f056088299463c914cd31e4c0fa901d4e5,0.35,1.4,1.2,2,0.3,0,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.433333,0.966667,"completion:recall=0.4333, contamination=0.9667;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
ced019aa5fe1e6eac0e292d12338bdd10af976c26e6a03d9a9cf5a8d6bd0cd33,0.35,1.4,1.2,2,0.3,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.433333,0.966667,"completion:recall=0.4333, contamination=0.9667;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
b60376bad81d94cf32c80f281006dfa0eeb70c828b6cdc5f3f6cfee5fc7d61a7,0.35,1.4,1.2,2,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,false,false,true,true,false,0.433333,0.966667,"completion:recall=0.4333, contamination=0.9667;reinforcement:b was not monotone;contradiction:did not open on fourth alternating write"
526f63e2dea629f12e3b5d3b3d07b80571b32dd29f2261feec118ec67771717b,0.35,1.8,0.6,0.5,0.05,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
eba0b27f23cd4cda845cbc252d17590c6f1e24a1a75365070d40d7bc482f618b,0.35,1.8,0.6,0.5,0.05,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
5ef1cece68ba3281fd00ccd555d3fd521eb18f34b60d0e11ce915310a22a2c8b,0.35,1.8,0.6,0.5,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
4a984602446acd23cef14b108271b04a4a7f919137af72726eb30b286bbaedda,0.35,1.8,0.6,0.5,0.15,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
9312ba28cc73a995cf1ccca45dfae22e1dd9773af57b0bb3dba80058ee5312af,0.35,1.8,0.6,0.5,0.15,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
58212298ddb139c33da98a96e04587b77dfd30cf1de5d14350a983eab4efcb15,0.35,1.8,0.6,0.5,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
c16625f8b3ff031716a16c38d21f360f3d2d3975d3960ac8da1e131a04bd27a0,0.35,1.8,0.6,0.5,0.3,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
be3f5227629f20357f96220fdfd8836f6a3343042c5b17c8ed092421575df6c4,0.35,1.8,0.6,0.5,0.3,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
9e1e470fbb585d57f5eba49b86e2f1f8375b25cfa3fa7a1e7722fba4bdb7d15b,0.35,1.8,0.6,0.5,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
5c0b8f43cd834f0a1d9505190d3801709b334f1379e64851eb6de4a73b5528b2,0.35,1.8,0.6,1,0.05,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
34b7625dead37f4fa10c4378d8e3031b9ecc9771f5654766df35de315b76171f,0.35,1.8,0.6,1,0.05,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
df167be1c70d72bd3b8ce25797ecdd0d4dbc2555818082be5a66692c1f0df340,0.35,1.8,0.6,1,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
6e2afe5772507c4d4f4164329bdeb78c128fccb3ae4f44d6b9871609a17c6666,0.35,1.8,0.6,1,0.15,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
d48c73503b4228eb151338227e2dc001ad7e55f323e4edc511736fb8a04c2e5e,0.35,1.8,0.6,1,0.15,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
d9d44b08ae11672169e9d2d92f734651fc4d8798effacbdd88484270f4084863,0.35,1.8,0.6,1,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
55d77b785b2d8c6eb8418305c5f4922f9e8c62de4ac5da6431bc47646ada36ac,0.35,1.8,0.6,1,0.3,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
9b286384c289e6a4d09ea1a29658fee9bd07059a9bc0893d9d449da7ceb88112,0.35,1.8,0.6,1,0.3,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
77716a61e47494414adb91c699158478645d6a16841215c551dfaac35c3dfcd1,0.35,1.8,0.6,1,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
e2badf249ea8b97b6636ed0955e1accab633e0211eaac1a56da6c101bd16f359,0.35,1.8,0.6,2,0.05,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.433333,0.966667,"completion:recall=0.4333, contamination=0.9667;contradiction:did not open on fourth alternating write"
f3b0e005e3aaf3059fc5ad4b91c8d34646dfa2f75b94ad96717ac857032c90dd,0.35,1.8,0.6,2,0.05,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.433333,0.966667,"completion:recall=0.4333, contamination=0.9667;contradiction:did not open on fourth alternating write"
399b0230d5140799c5d8d93c270f2f46a4bb62fb09d45e8af7c8a47033730d8d,0.35,1.8,0.6,2,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.433333,0.966667,"completion:recall=0.4333, contamination=0.9667;contradiction:did not open on fourth alternating write"
381ba8f48168a70d819ea17d32eeb62993e41dc443a787f2cb6e55c38704acc3,0.35,1.8,0.6,2,0.15,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667;contradiction:did not open on fourth alternating write"
d00c1f2f4892528a616f6bc74bffd1fb31638315cde5c28b1f2429af04997edc,0.35,1.8,0.6,2,0.15,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667;contradiction:did not open on fourth alternating write"
ce1b42a13be2af968ccbf8b4f3a3ac230922157ece4fac79a257a5186555d68a,0.35,1.8,0.6,2,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667;contradiction:did not open on fourth alternating write"
8e9b33953b8350c0640a900c4d3c6dace6ea31c637b7dccec4b2febbf6a63d2a,0.35,1.8,0.6,2,0.3,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667;contradiction:did not open on fourth alternating write"
178f953b47e3edf1a8bdb6a941078aec82d11ce4a40289fbd0f76fac812e63bc,0.35,1.8,0.6,2,0.3,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667;contradiction:did not open on fourth alternating write"
b18f7f89626485b03553a7748dc922db0bee03c0f8b40e3eb3e70dd69f7cc844,0.35,1.8,0.6,2,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,false,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667;contradiction:did not open on fourth alternating write"
5cba8e8918d092f494d7b9e7b7f4ad7565dca77c10ec29bde56073e1e1b2c63a,0.35,1.8,0.9,0.5,0.05,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
4f0befb76c03b36e3236778cb27f4ba3e3129f02ec5945a1fb04764f5ea1890c,0.35,1.8,0.9,0.5,0.05,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
0ae261dc1816462504b19c29ad7ad62b01c4a2046f396200c8db57112be90b5b,0.35,1.8,0.9,0.5,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
49564e67aa33a8e76d170d009174d5b6f0413a1483d75d4f9790d213143113c7,0.35,1.8,0.9,0.5,0.15,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
223d7dcd1058ec0ab2ec0850f25cd6fbdc1a65012e83f1dde2abc19309c1e9cd,0.35,1.8,0.9,0.5,0.15,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
77340adfeec0028acb8009dc6ea51b3d1c5f856c7acfd7adac8dc50377a29782,0.35,1.8,0.9,0.5,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
e7bdabefe58860df22a444892bf446ad3a40adfbbb527ff7682832ae82207dda,0.35,1.8,0.9,0.5,0.3,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
1cdca01d58f20da5a0bbe0389dad8fba165dedb21dc5842b34943268fe87338f,0.35,1.8,0.9,0.5,0.3,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
1ca74f92e94f71fa925d1a4c31fc62fb1f96061aa0dd1c8a81b2ea9e4c17f92a,0.35,1.8,0.9,0.5,0.3,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
3280d413aa76d4b17b4e497a4e5bf077c1afce3cdafdb8163de880a5e8154367,0.35,1.8,0.9,1,0.05,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
0e32b9b868165868fe639a9a5195065f87bc312800052064ef4d66cccaf90eb5,0.35,1.8,0.9,1,0.05,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
d5557ad9ded1deea5546cd4f508d96ac90cea1e5514e617c40350b7b2ac2e86a,0.35,1.8,0.9,1,0.05,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
885ea20b11ee63a09f5d5c87ae7652371a87c3a29753a66dfa34160fce5361d3,0.35,1.8,0.9,1,0.15,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
4e5a8b3cc8bb7f6186631491b16bce952398145993ddec549b4a7be87271877b,0.35,1.8,0.9,1,0.15,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
1699959ccbdd3a6cc6abcc8f4ca761739668cfef83ec075a3f09c291f9a98201,0.35,1.8,0.9,1,0.15,0.002,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
b321d63d8122cb153430b5a112a22d004057a97fc8f90d1777cf7a5486c38bba,0.35,1.8,0.9,1,0.3,0,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
2c8f6d2e998f80d8f5f5f628aa21460239fd347546f7d86524d9e3c7b12fc9ff,0.35,1.8,0.9,1,0.3,0.001,0.4,0.01,0.6,0.05,0.25,20,true,false,true,true,true,true,false,0.422222,0.966667,"completion:recall=0.4222, contamination=0.9667"
